episode,scenario_id,result,steps,time_s,path_len,min_dist_human,start_to_goal,spl,space_compliance,avg_angular_jerk
184,4,success,75,18.740957021713257,57.18567459285259,1.2936363220214844,18.227449417114258,0.31874153005781686,1.0,0.0
185,9,success,39,9.732441186904907,18.60025641322136,12.19470500946045,9.746562957763672,0.5240015374645942,1.0,0.0
186,5,success,90,22.519289016723633,40.630143865942955,0.7792490124702454,20.113676071166992,0.49504319102415734,1.0,0.0
187,9,success,32,8.018574476242065,53.21035899478011,7.516647815704346,7.940981388092041,0.14923750822412313,1.0,0.0
188,6,success,50,12.515460968017578,55.54764143610373,0.9096618294715881,11.031310081481934,0.19859187170298154,1.0,0.0
189,11,success,29,7.249526023864746,37.65792213380337,23.717487335205078,7.264186382293701,0.1928992884016045,1.0,0.0
190,1,collision,57,14.245162725448608,23.584093548357487,0.8222211599349976,13.197565078735352,0.0,1.0,0.0
191,11,success,30,7.491511583328247,13.658487637527287,6.195540428161621,7.264186382293701,0.5318441232347741,1.0,0.0
192,6,success,46,11.509673833847046,39.48908543586731,0.8006813526153564,11.031310081481934,0.27935086264272835,1.0,0.0
193,12,success,38,9.498162031173706,38.725636288523674,12.233739852905273,8.375995635986328,0.21629071691892512,1.0,0.0
194,11,success,34,8.508605718612671,41.3179836422205,8.6964111328125,7.264186382293701,0.1758117347931481,1.0,0.0
195,8,success,78,19.508023262023926,41.08797174692154,0.7409792542457581,17.034076690673828,0.4145757497010079,1.0,0.0
196,8,success,78,19.518020391464233,41.07004012167454,0.7368434071540833,17.034076690673828,0.41475675797268496,1.0,0.0
197,7,success,81,20.25878405570984,88.86547489464283,2.0611460208892822,19.795612335205078,0.2227593152309642,1.0,0.0
198,6,success,47,11.759743452072144,34.562242567539215,1.0478602647781372,11.031310081481934,0.31917228923804025,1.0,0.0
199,6,success,46,11.509505033493042,63.8985378742218,1.6192901134490967,11.031310081481934,0.17263791079533022,1.0,0.0
200,5,success,88,22.01549220085144,43.81841288506985,0.8335974812507629,20.113676071166992,0.45902338188109687,1.0,0.0
201,11,success,31,7.7572503089904785,14.03858695924282,37.521297454833984,7.264186382293701,0.5174442700952219,1.0,0.0
202,1,success,81,20.26449155807495,39.02552351355553,2.005434036254883,17.121919631958008,0.43873644964713165,1.0,0.0
203,1,success,67,16.743812561035156,83.5507256125129,0.7575594782829285,12.787191390991211,0.15304704174916403,1.0,0.0
204,8,success,84,21.00876259803772,98.37510603666306,0.7855595350265503,18.490488052368164,0.18795901521546532,1.0,0.0
205,8,success,76,19.02613615989685,105.15902478992939,0.7584180235862732,16.521331787109375,0.1571080734165533,1.0,0.0
206,5,success,89,22.27009105682373,40.845918253064156,0.7461448907852173,20.113676071166992,0.49242805478263707,1.0,0.0
207,9,success,41,10.248932361602783,51.71291537582874,10.984322547912598,10.082053184509277,0.1949619956878655,1.0,0.0
208,8,success,84,20.973730087280273,38.362371772527695,0.7817033529281616,18.48238754272461,0.48178427685121217,1.0,0.0
209,7,success,74,18.50955820083618,43.147368371486664,1.5252500772476196,17.90993309020996,0.4150874958586232,1.0,0.0
